distance,X,Y,Z,V,max,may,maz,mav
85.366,2.724602,-1.623269,-4.817134,5.767429,1.925,-3.352,-7.286,8.338
85.386,2.087744,-1.043872,-7.158663,7.529595,1.931,-2.703,-6.658,7.587
85.406,0.143652,-2.475605,-9.481039,9.799967,1.654,-2.166,-6.844,7.545
85.428,-0.708684,-4.299986,-8.911219,9.919775,1.062,-2.361,-7.592,8.254
85.446,1.177947,-3.189077,-7.460332,8.198434,0.675,-2.752,-8.253,8.862
85.466,1.810017,-3.007117,-7.76679,8.523024,0.606,-3.243,-8.405,9.11
85.486,1.503559,-4.472369,-9.548077,10.650283,0.946,-3.742,-8.422,9.323
85.507,3.275268,-4.936844,-10.25676,11.84487,1.942,-3.901,-8.758,9.804
85.526,3.284845,-5.281609,-11.769896,13.312251,2.468,-4.424,-9.835,11.083
85.546,3.107674,-5.137957,-12.50731,13.874042,2.793,-4.957,-11.021,12.42
85.566,0.45011,-4.788404,-10.553641,11.597877,2.529,-5.036,-11.272,12.657
85.586,1.92015,-3.462016,-7.718906,8.674909,2.191,-4.667,-10.637,11.865
85.606,1.838747,-2.686294,-7.441179,8.122088,1.829,-4.019,-9.555,10.567
85.626,0.248997,-3.026271,-8.829816,9.337342,1.114,-3.491,-8.636,9.433
85.646,0.316035,-3.65834,-7.599196,8.439852,1.081,-3.208,-7.897,8.644
85.668,3.916914,-2.284068,-6.311116,7.77106,1.58,-2.914,-7.545,8.418
85.686,1.508347,-1.345541,-10.740389,10.928931,1.498,-2.579,-8.37,9.119
85.706,-0.636858,-4.285621,-13.967772,14.624322,1.276,-2.893,-9.655,10.441
85.726,-0.493206,-3.414132,-13.488933,13.923033,1.074,-2.832,-11.127,11.812
85.748,-0.708684,-3.77805,-12.981361,13.538524,-0.083,-3.206,-12.795,13.254
85.766,2.217031,-3.414132,-9.404425,10.247669,0.095,-3.723,-12.461,13.083
85.786,1.613692,-2.834735,-8.748413,9.336726,0.657,-3.36,-11.156,11.762
85.806,1.273715,-4.194642,-9.840169,10.772479,1.099,-3.555,-10.244,10.974
85.827,2.145205,-3.452439,-9.222465,10.078447,1.812,-3.474,-9.304,10.109
85.846,1.695095,-3.122039,-10.299856,10.895298,1.682,-3.401,-9.528,10.271
85.866,1.197101,-3.337517,-10.668563,11.242345,1.578,-3.527,-10.008,10.747
85.886,0.162806,-2.767697,-10.601525,10.958056,1.3,-3.17,-10.198,10.794
85.908,0.349553,-2.96881,-8.777143,9.272231,0.851,-3.049,-10.087,10.592
85.926,1.182736,-2.226608,-6.564901,7.032394,0.723,-2.825,-9.153,9.626
85.946,1.340753,-1.364695,-6.244078,6.530584,0.759,-2.332,-8.047,8.448
85.966,1.35033,-1.527501,-7.412448,7.68772,1.056,-2.022,-7.25,7.631
85.987,1.101333,-2.020706,-8.590396,8.893317,1.244,-1.785,-7.203,7.536
86.006,0.387861,-2.207454,-11.343728,11.563021,1.045,-1.78,-8.398,8.669
86.026,-0.411803,-4.01747,-11.042058,11.75741,0.607,-2.443,-9.597,9.975
86.046,1.297657,-3.20823,-8.652645,9.319062,0.594,-2.863,-9.907,10.383
86.067,1.867477,-3.265691,-8.269572,9.085044,0.785,-3.175,-9.827,10.431
86.086,1.091756,-4.204218,-10.189722,11.076905,0.961,-3.674,-9.539,10.31
86.106,1.010353,-4.280833,-8.034941,9.160055,1.317,-3.74,-8.787,9.66
86.126,1.867477,-2.676718,-6.229713,7.032895,1.459,-3.607,-8.181,9.089
86.146,2.5187,-2.044648,-7.149086,7.850724,1.622,-3.302,-7.901,8.78
86.166,1.929727,-3.069367,-7.690176,8.50198,1.832,-3.018,-7.276,8.136
86.186,1.355118,-3.615245,-8.935161,9.733624,1.918,-2.851,-7.501,8.28
86.206,0.445322,-3.438074,-9.557653,10.166976,1.562,-3.042,-8.333,9.063
86.228,0.45011,-3.265691,-10.041282,10.56857,1.045,-3.347,-9.056,9.743
86.246,1.201889,-3.720589,-9.763555,10.517334,0.863,-3.51,-9.574,10.247
86.266,2.298434,-3.610456,-9.562442,10.476568,1.099,-3.509,-9.731,10.432
86.286,2.049437,-3.44765,-9.964667,10.741558,1.5,-3.511,-9.833,10.576
86.308,1.517924,-3.308787,-10.726024,11.326948,1.767,-3.522,-10.004,10.766
86.326,0.181959,-3.600879,-10.25676,10.872008,1.512,-3.492,-10.127,10.854
86.346,0.636858,-2.791639,-8.853758,9.30526,1.097,-3.287,-9.95,10.561
86.366,1.206678,-2.652776,-8.140285,8.646244,0.886,-3.089,-9.494,10.038
86.386,1.599327,-2.360683,-9.251195,9.680665,0.906,-2.851,-9.126,9.626
86.406,0.517148,-3.040636,-10.596737,11.036473,0.99,-2.711,-9.211,9.667
86.426,0.770933,-2.844312,-9.107543,9.57245,1.024,-2.725,-9.274,9.734
86.446,1.805228,-1.58975,-8.087613,8.437751,1.173,-2.459,-9.261,9.682
86.467,1.23062,-2.231396,-9.495404,9.831391,1.081,-2.427,-9.322,9.72
86.486,0.234632,-3.385401,-10.309433,10.853589,1.01,-2.513,-9.25,9.674
86.506,1.331176,-3.414132,-9.275137,9.972787,1.15,-2.655,-9.292,9.774
86.526,1.393425,-3.495534,-9.399636,10.124898,1.047,-3.132,-9.62,10.196
86.547,2.030283,-3.265691,-8.470686,9.302651,1.247,-3.39,-9.364,10.064
86.566,1.067814,-3.122039,-7.340622,8.048111,1.456,-3.324,-8.622,9.362
86.586,1.723825,-3.466804,-6.402095,7.481786,1.554,-3.338,-7.903,8.739
86.606,2.063802,-2.901772,-8.111555,8.858718,1.721,-3.189,-7.581,8.423
86.627,1.632846,-4.266468,-11.851298,12.701268,1.622,-3.439,-8.426,9.272
86.646,3.251326,-6.727707,-11.602302,13.800238,2.168,-4.341,-9.492,10.711
86.666,2.858677,-6.210559,-10.089166,12.187467,2.452,-5.027,-10.414,11.887
86.686,4.046201,-4.841076,-8.360553,10.474092,2.947,-5.511,-10.476,12.291
86.706,2.288857,-4.821922,-9.184157,10.622549,3.111,-5.65,-9.809,11.771
86.726,2.303222,-5.056554,-9.313444,10.84499,2.874,-5.233,-9.237,11.032
86.746,2.437297,-4.055778,-9.41879,10.540557,2.769,-4.694,-9.069,10.621
86.766,1.374272,-3.945644,-8.188169,9.192543,2.101,-4.47,-9.026,10.3
86.787,0.852336,-3.122039,-7.28795,7.974197,1.742,-4.045,-8.552,9.638
86.806,0.507571,-3.32794,-5.793968,6.700962,1.293,-3.613,-7.672,8.602
86.826,2.810793,-2.738967,-5.051765,6.397095,1.386,-3.284,-6.58,7.566
86.846,3.969586,-0.454898,-5.243302,6.592174,2.035,-2.411,-5.844,6.916
86.868,3.375824,-0.995988,-11.362882,11.895515,2.666,-1.879,-6.863,7.896
86.886,-3.145981,-7.690176,-15.677233,17.742931,1.753,-2.97,-9.334,10.657
86.906,0.991199,-5.363012,-9.840169,11.25048,1.298,-3.626,-10.531,11.87
86.926,2.499547,-1.637634,-8.633492,9.136014,0.93,-3.922,-11.378,12.506
86.949,2.882619,-4.151546,-9.753978,10.985668,0.807,-4.711,-10.976,12.279
86.966,0.895431,-5.348647,-12.957419,14.046513,1.817,-4.125,-10.296,11.355
86.986,1.187524,-5.214571,-10.879252,12.12271,1.866,-4.088,-10.556,11.573
87.006,2.30801,-3.825934,-9.299079,10.316858,1.818,-4.635,-10.722,11.868
87.028,2.39899,-3.811569,-7.5561,8.796469,1.697,-4.55,-10.173,11.321
87.046,1.283292,-3.792415,-7.785944,8.755009,1.794,-4.161,-8.88,9.998
87.066,0.837971,-4.371812,-7.776367,8.960291,1.707,-3.95,-8.104,9.207
87.086,1.240196,-3.845088,-7.455544,8.479854,1.44,-3.955,-7.644,8.748
87.108,1.546654,-3.303998,-7.110779,7.991979,1.227,-3.828,-7.532,8.547
87.126,2.456451,-2.959233,-7.795521,8.692603,1.52,-3.62,-7.535,8.531
87.146,1.106121,-3.758897,-10.108319,10.841168,1.587,-3.467,-8.118,9.001
87.166,0.718261,-4.390966,-10.630256,11.523837,1.457,-3.603,-8.911,9.762
87.188,0.632069,-4.065354,-9.931149,10.74962,1.228,-3.794,-9.616,10.452
87.206,1.01993,-3.093309,-9.035717,9.604842,0.869,-3.827,-9.926,10.68
87.226,1.063026,-2.887407,-7.872135,8.45208,0.858,-3.609,-9.367,10.083
87.246,0.919373,-3.016694,-7.335834,7.984995,0.909,-3.266,-8.544,9.198
87.267,1.086968,-2.389413,-7.541735,7.985522,1.022,-2.847,-7.946,8.507
87.286,2.858677,-2.734178,-8.408437,9.292447,1.482,-2.757,-7.79,8.429
87.306,1.656788,-3.912126,-10.721235,11.532326,1.63,-3.013,-8.502,9.199
87.326,1.73819,-4.649539,-9.093178,10.359798,1.835,-3.421,-8.941,9.793
87.35,1.963245,-3.744531,-8.5473,9.535837,2.054,-3.76,-9.193,10.18
87.366,2.303222,-3.730166,-10.012551,10.93024,1.915,-4.009,-9.594,10.59
87.386,2.738967,-5.032612,-11.204864,12.584835,2.186,-4.289,-9.714,10.853
87.406,2.825158,-4.510676,-10.409989,11.691689,2.458,-4.254,-10.044,11.186
87.426,2.418144,-4.036624,-10.280702,11.306396,2.571,-4.328,-10.477,11.628
87.446,1.192312,-4.371812,-9.849746,10.842133,2.294,-4.488,-10.436,11.606
87.466,1.441309,-3.821146,-8.312668,9.261694,1.969,-4.185,-9.713,10.775
87.486,2.456451,-3.337517,-6.617573,7.808037,1.877,-3.892,-8.765,9.805
87.507,2.106898,-2.552219,-6.703765,7.476182,1.799,-3.521,-7.871,8.847
87.526,1.867477,-2.288857,-7.532158,8.09072,1.968,-3,-7.292,8.159
87.546,1.695095,-2.054225,-9.045294,9.429238,2.031,-2.558,-7.475,8.201
87.566,0.45011,-3.117251,-10.70687,11.160507,1.53,-2.503,-8.497,9.039
87.587,-1.484405,-4.19943,-9.773131,10.740241,0.632,-2.915,-9.264,9.855
87.606,1.01993,-2.446874,-6.469133,6.991218,0.42,-2.954,-8.999,9.58
87.626,3.409343,-1.307234,-8.020576,8.812611,0.849,-2.768,-8.742,9.426
87.646,0.694318,-3.371036,-15.021221,15.410485,0.91,-2.831,-9.821,10.489
87.668,0.857124,-6.349423,-13.838486,15.249706,1.495,-3.369,-10.837,11.616
87.686,1.556231,-2.58095,-10.625467,11.044624,1.629,-3.402,-11.876,12.629
87.706,0.823605,-2.576161,-10.912771,11.242932,0.983,-3.719,-12.6,13.237
87.726,0.440533,-2.738967,-10.630256,10.98628,0.919,-3.561,-11.502,12.131
87.747,0.186748,-2.652776,-8.523358,8.92859,0.752,-2.637,-10.173,10.551
87.766,0.814029,-1.929727,-8.580819,8.83272,0.566,-2.474,-9.662,9.998
87.786,-0.134075,-1.862689,-10.673351,10.835498,0.327,-2.296,-9.602,9.896
87.806,-0.785298,-2.614468,-10.156203,10.516682,0.02,-2.265,-9.483,9.778
87.827,-0.02873,-2.111686,-7.388506,7.684404,-0.034,-2.13,-9.2,9.467
87.846,0.263362,-2.13084,-7.460332,7.763143,-0.171,-2.18,-8.92,9.2
87.866,1.73819,-2.327164,-7.010222,7.588163,0.297,-2.296,-8.004,8.388
87.886,1.211466,-1.436521,-7.972692,8.191157,0.796,-2.002,-7.458,7.807
87.907,1.407791,-2.035071,-12.756307,12.994104,1.155,-1.982,-8.8,9.134
87.926,-1.781286,-5.042189,-15.820885,16.700211,0.644,-2.71,-10.89,11.368
87.946,0.158017,-5.032612,-9.394848,10.659049,0.249,-3.387,-11.486,12.136
87.966,2.60968,-2.389413,-5.808333,6.80121,0.599,-3.625,-10.945,11.789
87.988,3.050213,-2.537854,-7.364564,8.365483,1.009,-3.751,-9.597,10.632
88.006,1.345541,-4.089296,-10.338163,11.198681,1.791,-3.512,-8.226,9.256
88.026,1.173159,-4.616021,-9.452309,10.584427,2.045,-3.408,-8.241,9.237
88.046,1.963245,-3.007117,-8.963891,9.656523,1.883,-3.563,-9.03,9.951
88.066,2.30801,-2.413355,-9.184157,9.772407,1.697,-3.531,-9.485,10.303
88.086,1.288081,-3.457227,-8.848969,9.587275,1.683,-3.373,-9.112,9.9
88.106,1.053449,-3.155558,-7.824251,8.50213,1.653,-3.008,-8.705,9.38
88.126,1.393425,-2.552219,-7.747637,8.275345,1.511,-2.895,-8.401,9.034
88.148,1.565808,-2.355895,-8.762778,9.208055,1.325,-2.88,-8.296,8.893
88.166,1.891419,-3.347094,-9.528923,10.275256,1.476,-2.853,-8.466,9.065
88.186,0.967257,-4.055778,-10.352529,11.160635,1.454,-3.078,-9.098,9.73
88.206,1.426944,-3.428497,-8.724471,9.481939,1.463,-3.297,-9.342,10.031
88.227,1.551443,-2.264915,-8.078036,8.531792,1.459,-3.274,-9.171,9.862
88.246,1.340753,-2.336741,-7.359776,7.837364,1.322,-3.021,-8.629,9.253
88.266,1.149217,-1.896208,-7.340622,7.668184,1.367,-2.482,-7.876,8.38
88.286,1.192312,-1.848324,-9.227253,9.485784,1.308,-2.087,-8.001,8.381
88.307,0.23942,-2.542642,-11.391612,11.674382,0.98,-2.156,-8.83,9.166
88.326,0.296881,-3.021482,-11.674128,12.062452,0.719,-2.327,-9.908,10.223
88.346,1.039083,-2.72939,-11.161768,11.537519,0.692,-2.535,-10.864,11.19
88.366,0.493206,-2.738967,-11.18571,11.526721,0.517,-2.758,-11.353,11.7
88.388,0.617704,-3.342306,-9.342175,9.941268,0.612,-2.958,-10.841,11.267
88.406,1.905785,-2.231396,-7.469909,8.025627,1.014,-2.761,-9.79,10.258
88.426,2.073379,-2.15957,-9.519346,9.979007,1.273,-2.618,-9.379,9.868
88.446,0.948104,-3.074155,-11.415554,11.860195,1.386,-2.702,-9.437,9.952
88.466,0.363919,-3.193865,-9.868899,10.379229,1.323,-2.665,-9.568,10.061
88.486,0.632069,-2.020706,-9.26556,9.504387,1.004,-2.612,-10.017,10.431
88.506,0.646434,-2.533065,-10.16578,10.496541,0.648,-2.705,-10.179,10.56
88.526,0.770933,-3.706224,-9.634268,10.351307,0.603,-2.863,-9.734,10.183
88.547,1.005565,-3.098097,-6.890512,7.621583,0.764,-2.84,-8.989,9.493
88.566,1.924938,-2.140416,-6.325481,6.949711,1.087,-2.869,-8.254,8.855
88.586,2.351106,-1.790863,-8.140285,8.660204,1.513,-2.684,-7.748,8.396
88.606,1.762132,-3.648763,-10.754754,11.49275,1.761,-2.67,-8.028,8.681
88.627,0.588974,-5.238513,-11.731588,12.861535,1.657,-3.205,-9.238,9.991
88.646,0.828394,-4.491522,-9.188946,10.261419,1.383,-3.792,-9.954,10.819
88.666,1.04866,-3.878607,-6.976704,8.050942,1.057,-4.314,-9.663,10.667
88.686,2.135628,-3.308787,-5.980716,7.160861,1.15,-4.229,-8.47,9.584
88.708,2.887407,-3.308787,-7.584831,8.764408,1.725,-3.747,-7.433,8.559
88.726,1.944092,-4.76925,-10.026917,11.27228,2.004,-3.816,-7.642,8.812
88.746,1.340753,-5.085284,-10.237606,11.509401,2.077,-4.118,-8.458,9.677
88.766,1.814805,-4.534618,-7.910442,9.296848,1.997,-4.424,-8.94,10.211
88.788,3.145981,-3.20823,-7.158663,8.452006,2.061,-4.399,-8.833,10.133
88.806,2.753332,-3.102885,-7.742848,8.784101,2.264,-3.983,-8.262,9.511
88.826,1.024718,-4.1707,-9.490616,10.417129,2.185,-3.754,-8.076,9.238
88.846,1.513135,-3.620033,-8.652645,9.500657,2.109,-3.525,-8.261,9.288
88.866,2.226608,-2.978387,-8.523358,9.299258,1.879,-3.468,-8.602,9.5
88.886,2.087744,-3.433285,-8.911219,9.775272,1.713,-3.551,-8.894,9.748
88.906,1.896208,-4.496311,-10.328587,11.423314,1.931,-3.632,-9.104,10
88.926,1.192312,-4.941632,-10.860099,11.990958,1.851,-3.962,-9.656,10.622
88.946,1.982399,-4.209007,-10.376471,11.371754,1.79,-4.27,-10.119,11.14
88.966,1.68073,-4.065354,-8.604761,9.664051,1.688,-4.428,-10.042,11.113
88.986,2.652776,-3.442862,-8.121132,9.211042,1.877,-4.165,-9.491,10.559
89.006,2.15957,-3.074155,-9.251195,9.984928,2.119,-3.698,-9.088,10.058
89.027,1.273715,-3.687071,-11.046846,11.71536,1.942,-3.567,-9.256,10.144
89.046,-0.02873,-4.352659,-10.108319,11.005661,1.514,-3.639,-9.632,10.479
89.066,1.503559,-3.074155,-7.43639,8.186026,1.227,-3.547,-9.461,10.223
89.086,2.365471,-2.384625,-6.694188,7.489596,1.279,-3.375,-8.821,9.599
89.107,1.522712,-2.537854,-8.173804,8.693125,1.341,-3.087,-8.103,8.844
89.126,0.392649,-4.156334,-9.864111,10.711207,1.446,-3.038,-8.042,8.77
89.146,0.560243,-4.151546,-8.810662,9.755869,1.21,-3.308,-8.386,9.162
89.166,1.771709,-3.481169,-7.623138,8.565614,1.062,-3.582,-8.618,9.431
89.187,2.571373,-3.05979,-7.728483,8.700788,1.324,-3.712,-8.507,9.433
89.206,2.667141,-3.605668,-9.097966,10.143346,1.893,-3.575,-8.315,9.291
89.226,1.292869,-3.936068,-11.377247,12.108092,2.076,-3.521,-8.957,9.879
89.246,1.288081,-3.65834,-10.793061,11.468774,1.955,-3.565,-9.749,10.605
89.267,0.976834,-3.323152,-10.419566,10.980205,1.556,-3.631,-10.422,11.175
89.286,0.790087,-3.452439,-9.753978,10.377074,1.087,-3.593,-10.586,11.234
89.306,0.545878,-3.232172,-10.156203,10.672084,0.9,-3.417,-10.281,10.875
89.326,0.665588,-3.394978,-10.208876,10.779148,0.745,-3.351,-10.135,10.702
89.347,0.972046,-3.107674,-9.979033,10.496838,0.743,-3.297,-10.025,10.581
89.366,1.632846,-3.035848,-8.307879,8.994632,0.954,-3.193,-9.663,10.236
89.386,0.957681,-2.686294,-8.403648,8.874381,1.057,-3.056,-9.225,9.786
89.406,0.914585,-2.949656,-7.565677,8.171684,1.119,-2.945,-8.564,9.134
89.427,0.972046,-2.777274,-7.546524,8.099885,1.119,-2.862,-7.956,8.535
89.446,1.580173,-2.312799,-7.302315,7.821112,1.106,-2.682,-7.705,8.242
89.466,1.656788,-2.207454,-8.432379,8.872587,1.281,-2.562,-7.712,8.241
89.486,1.058237,-2.590526,-9.940725,10.327087,1.317,-2.472,-8.306,8.78
89.507,0.679953,-3.160346,-10.658986,11.138407,1.244,-2.568,-9.084,9.54
89.526,0.35913,-3.083732,-11.022904,11.45176,0.939,-2.761,-10.014,10.447
89.546,1.565808,-3.347094,-10.620679,11.24516,0.916,-3.045,-10.561,11.041
89.566,1.565808,-3.44765,-10.25676,10.933397,1.043,-3.26,-10.64,11.192
89.586,1.436521,-3.548207,-9.634268,10.366893,1.232,-3.357,-10.384,10.999
89.606,0.914585,-2.8491,-9.083601,9.563767,1.371,-3.298,-9.899,10.527
89.626,1.465251,-2.102109,-8.236053,8.625451,1.346,-2.987,-9.303,9.872
89.646,0.790087,-1.704672,-8.949526,9.144624,1.152,-2.551,-8.976,9.425
89.667,0.268151,-2.27928,-9.883265,10.146228,0.86,-2.234,-9.038,9.37
89.686,0.229843,-2.523489,-9.825804,10.147277,0.688,-2.152,-9.224,9.516
89.706,0.684742,-2.930503,-9.193734,9.673751,0.493,-2.359,-9.463,9.778
89.726,1.25935,-3.260903,-9.275137,9.911994,0.611,-2.749,-9.545,9.97
89.748,1.522712,-3.615245,-9.102755,9.912053,0.924,-3.083,-9.349,9.911
89.766,1.221043,-3.600879,-8.858546,9.640079,1.172,-3.352,-9.108,9.784
89.786,1.355118,-3.667917,-7.824251,8.746935,1.34,-3.536,-8.765,9.553
89.806,1.685518,-4.089296,-7.354988,8.582492,1.446,-3.743,-8.285,9.22
89.827,2.1883,-4.256891,-6.924031,8.417362,1.612,-3.904,-7.74,8.847
89.846,2.873042,-4.596867,-6.919243,8.789851,2.025,-4.153,-7.256,8.634
89.866,3.734955,-4.855441,-8.00621,10.080903,2.62,-4.45,-7.301,8.968
89.886,4.285621,-5.597643,-9.500193,11.830208,3.27,-4.827,-7.837,9.78
89.908,3.864242,-6.277597,-10.457873,12.794831,3.689,-5.332,-8.721,10.874
89.926,3.711013,-6.172252,-10.362105,12.619095,3.899,-5.726,-9.582,11.831
89.946,3.284845,-5.78918,-9.437943,11.549008,3.786,-5.959,-9.94,12.198
89.966,3.347094,-5.612009,-8.374918,10.622473,3.552,-5.963,-9.658,11.896
89.988,2.987964,-4.989516,-8.350976,10.176541,3.333,-5.641,-9.132,11.242
90.007,3.505111,-5.214571,-8.226477,10.351448,3.281,-5.401,-8.598,10.675
90.026,2.298434,-4.893748,-8.892065,10.406747,3.035,-5.177,-8.461,10.389
90.046,2.920926,-4.41012,-7.833828,9.452504,2.928,-4.877,-8.326,10.097
90.067,2.873042,-3.500323,-8.054094,9.239863,2.899,-4.505,-8.252,9.863
90.086,2.25055,-3.548207,-8.523358,9.502757,2.586,-4.088,-8.326,9.65
90.106,2.030283,-3.270479,-9.974244,10.691287,2.519,-3.682,-8.596,9.722
90.126,1.206678,-3.074155,-10.0748,10.602269,2.09,-3.348,-9.157,10.009
90.147,0.201113,-2.58095,-9.533711,9.878937,1.422,-3.118,-9.527,10.169
90.166,0.316035,-2.106898,-8.523358,8.785587,0.939,-2.758,-9.527,9.99
90.186,0.746991,-2.03986,-7.881712,8.175598,0.618,-2.45,-9.003,9.361
90.206,1.144428,-1.872266,-7.599196,7.90967,0.602,-2.15,-8.385,8.687
90.227,0.584185,-2.154782,-8.911219,9.186631,0.698,-2.043,-8.229,8.514
90.246,0.464475,-2.633622,-9.619903,9.9847,0.735,-2.175,-8.503,8.814
90.266,0.392649,-2.978387,-9.696517,10.151227,0.646,-2.41,-8.957,9.308
90.286,0.842759,-2.743755,-8.978256,9.425896,0.571,-2.628,-9.301,9.687
90.308,0.593762,-2.839523,-9.591172,10.020281,0.573,-2.799,-9.471,9.896
90.326,1.383849,-3.083732,-9.753978,10.323009,0.803,-2.911,-9.505,9.98
90.346,1.106121,-3.414132,-10.060435,10.681393,0.982,-3.02,-9.596,10.113
90.366,1.446098,-3.284845,-8.451532,9.182037,1.132,-3.156,-9.464,10.052
90.388,1.565808,-2.949656,-8.451532,9.087388,1.375,-3.183,-9.179,9.818
90.406,1.728614,-2.537854,-9.361329,9.852071,1.462,-3.047,-9.081,9.701
90.426,1.288081,-3.155558,-10.453085,10.994712,1.507,-2.982,-9.179,9.779
90.446,0.545878,-2.882619,-11.209652,11.587224,1.282,-2.881,-9.869,10.38
90.466,0.56982,-3.256114,-10.793061,11.28792,1.033,-2.958,-10.454,10.931
90.486,1.029507,-3.184288,-9.533711,10.104021,0.858,-3.12,-10.497,10.993
90.506,1.613692,-3.284845,-9.227253,9.92655,0.94,-3.152,-10.191,10.726
90.526,1.833959,-3.438074,-10.381259,11.088476,1.262,-3.291,-9.984,10.602
90.547,1.719037,-4.050989,-10.998962,11.846636,1.549,-3.49,-10.035,10.741
90.566,1.70946,-3.672705,-9.409213,10.244233,1.719,-3.612,-10.004,10.776
90.586,2.044648,-3.098097,-7.848193,8.681758,1.827,-3.565,-9.659,10.465
90.606,2.193089,-2.149993,-7.455544,8.063327,1.917,-3.243,-8.928,9.709
90.629,1.675941,-2.044648,-8.12592,8.545171,1.906,-2.741,-8.21,8.884
90.646,1.278504,-2.260126,-8.580819,8.96511,1.798,-2.388,-8.003,8.564
90.666,1.307234,-1.910573,-8.848969,9.146771,1.614,-2.091,-8.253,8.68
90.686,0.54109,-2.140416,-9.77792,10.024065,1.201,-2.089,-8.833,9.17
90.706,0.675165,-2.877831,-10.098742,10.522469,0.95,-2.297,-9.327,9.665
90.726,1.340753,-2.786851,-9.380483,9.877126,0.966,-2.429,-9.527,9.893
90.746,1.642422,-2.566584,-8.465898,8.997574,1.05,-2.593,-9.431,9.855
90.766,1.297657,-2.595315,-8.561666,9.040005,1.239,-2.707,-9.127,9.609
90.788,1.264138,-2.8491,-8.78672,9.32319,1.386,-2.699,-8.799,9.309
90.807,1.16837,-3.155558,-9.797073,10.358826,1.343,-2.792,-8.903,9.43
90.826,1.335965,-3.169923,-10.386047,10.940895,1.267,-2.942,-9.383,9.916
90.846,0.967257,-3.1795,-10.419566,10.936735,1.184,-3.089,-9.847,10.39
90.868,0.857124,-2.868254,-9.169792,9.646068,1.082,-3.093,-9.943,10.471
90.886,0.847547,-2.183512,-8.403648,8.723954,1.002,-2.85,-9.595,10.062
90.906,1.513135,-1.877054,-7.637504,8.009018,1.046,-2.527,-8.908,9.329
90.926,1.403002,-1.580173,-8.599973,8.855783,1.155,-2.127,-8.453,8.809
90.947,1.197101,-2.217031,-9.543288,9.87029,1.24,-1.964,-8.546,8.865
90.966,0.684742,-2.796427,-10.860099,11.23524,1.199,-2.118,-9.16,9.493
90.986,0.976834,-3.031059,-10.323798,10.803811,1.065,-2.406,-9.832,10.191
91.006,1.489193,-3.361459,-10.333375,10.967942,1.087,-2.851,-10.265,10.719
91.028,1.580173,-3.744531,-10.620679,11.371775,1.183,-3.233,-10.535,11.095
91.046,1.752556,-3.89776,-10.864887,11.675177,1.45,-3.509,-10.536,11.205
91.066,1.958457,-3.442862,-9.121908,9.94475,1.695,-3.612,-10.235,10.99
91.086,1.436521,-3.112462,-7.824251,8.542244,1.682,-3.549,-9.608,10.384
91.107,1.613692,-2.978387,-7.244854,7.997669,1.69,-3.358,-8.764,9.54
91.126,1.570596,-2.705448,-7.311892,7.952986,1.645,-3.06,-7.876,8.609
91.146,2.255338,-2.652776,-8.78672,9.451466,1.719,-2.862,-7.792,8.486
91.166,1.853112,-2.892196,-10.79785,11.331036,1.823,-2.807,-8.535,9.183
91.187,1.043872,-3.576937,-11.712435,12.290862,1.681,-2.957,-9.652,10.257
91.206,0.766145,-3.476381,-10.184934,10.789118,1.48,-3.15,-10.37,10.966
91.226,0.54109,-3.1795,-8.111555,8.729223,1.051,-3.281,-10.202,10.785
91.246,0.770933,-2.379837,-6.828263,7.27208,0.781,-3.153,-9.209,9.77
91.268,1.584962,-1.877054,-7.73806,8.118683,0.916,-2.728,-8.216,8.727
91.286,1.422156,-2.585738,-10.31901,10.732685,1.08,-2.506,-8.249,8.713
91.306,0.909797,-3.380613,-11.247959,11.780189,1.172,-2.556,-9.033,9.476
91.326,0.938527,-3.457227,-10.089166,10.706284,1.214,-2.825,-9.849,10.334
91.348,1.584962,-2.949656,-8.930372,9.537512,1.214,-3.093,-10.147,10.689
91.366,1.762132,-2.949656,-9.275137,9.891095,1.299,-3.184,-9.886,10.479
91.386,1.206678,-3.232172,-9.969456,10.549552,1.373,-3.147,-9.566,10.171
91.406,1.742979,-2.70066,-8.983045,9.540788,1.574,-2.958,-9.29,9.88
91.428,1.383849,-2.288857,-7.565677,8.024548,1.524,-2.793,-8.948,9.502
91.446,1.489193,-1.838747,-6.775591,7.17686,1.456,-2.515,-8.323,8.823
91.466,0.943315,-1.877054,-7.412448,7.704386,1.39,-2.176,-7.684,8.112
91.486,1.16837,-2.72939,-8.834604,9.320134,1.246,-2.184,-7.647,8.057
91.508,1.292869,-3.026271,-10.132261,10.653288,1.223,-2.368,-8.289,8.714
91.526,1.216254,-3.600879,-11.420342,12.036188,1.155,-2.808,-9.45,9.929
91.546,1.082179,-4.027047,-11.33894,12.081381,1.19,-3.346,-10.432,11.023
91.566,1.522712,-4.118027,-9.734824,10.67912,1.278,-3.693,-10.657,11.363
91.587,1.776498,-3.260903,-8.149862,8.955986,1.399,-3.752,-10.161,10.938
91.606,1.848324,-2.753332,-7.714118,8.396711,1.557,-3.54,-9.234,10.028
91.626,1.436521,-2.667141,-8.954314,9.452882,1.646,-3.2,-8.638,9.371
91.646,0.469264,-3.251326,-10.237606,10.75174,1.383,-2.983,-8.764,9.389
91.667,0.325611,-3.739743,-10.994174,11.617382,1.02,-3.103,-9.475,10.055
91.686,0.92895,-3.663129,-9.710882,10.420302,0.79,-3.33,-9.974,10.561
