distance,X,Y,Z,V,max,may,maz,mav
140.219,-0.627281,-3.744531,-9.840169,10.547223,-0.469,-3.821,-9.467,10.232
140.241,-0.80924,-3.552995,-9.006987,9.716195,-0.602,-3.772,-9.485,10.238
140.259,0.368707,-3.811569,-7.297527,8.241232,-0.488,-3.699,-9.179,9.934
140.279,-0.014365,-3.275268,-7.872135,8.526318,-0.271,-3.596,-8.504,9.258
140.299,-0.205901,-3.754108,-8.590396,9.377133,-0.165,-3.598,-8.192,8.965
140.322,-0.560243,-3.902549,-8.858546,9.696267,-0.103,-3.686,-8.155,8.96
140.339,-0.392649,-3.993528,-9.801862,10.591456,-0.293,-3.731,-8.781,9.548
140.359,-0.876278,-4.501099,-9.476251,10.527444,-0.509,-4.038,-9.182,10.048
140.379,-0.100556,-4.1707,-8.872911,9.804765,-0.482,-4.142,-9.252,10.155
140.402,-0.368707,-3.543418,-8.236053,8.973535,-0.435,-4.052,-9.097,9.974
140.419,-0.100556,-3.44765,-8.350976,9.03522,-0.362,-3.916,-8.734,9.585
140.439,-0.277727,-3.859453,-9.165004,9.948357,-0.212,-3.755,-8.656,9.44
140.459,-0.665588,-4.027047,-9.246407,10.107233,-0.353,-3.719,-8.75,9.516
140.482,-0.335188,-4.127604,-9.634268,10.48659,-0.345,-3.865,-9.099,9.894
140.499,-0.306458,-4.34787,-9.198523,10.178935,-0.396,-4.09,-9.311,10.18
140.519,-0.086191,-3.821146,-9.734824,10.458269,-0.348,-4.081,-9.453,10.308
140.539,-0.378284,-3.519476,-9.782708,10.403422,-0.277,-3.954,-9.588,10.382
140.562,-0.818817,-3.485958,-9.916783,10.543479,-0.397,-3.794,-9.658,10.396
140.579,-1.043872,-3.217807,-9.41879,10.007874,-0.582,-3.511,-9.713,10.353
140.599,-0.828394,-3.495534,-8.020576,8.788323,-0.767,-3.43,-9.285,9.936
140.619,0.019154,-3.399766,-7.503428,8.237731,-0.668,-3.4,-8.715,9.394
140.642,-0.181959,-3.98874,-8.149862,9.075429,-0.509,-3.525,-8.273,9.027
140.659,-0.713472,-4.103662,-11.142614,11.895668,-0.426,-3.747,-8.704,9.499
140.679,-1.029507,-4.91769,-10.247183,11.412639,-0.476,-4.102,-9.261,10.155
140.699,0.023942,-3.754108,-8.935161,9.691801,-0.475,-4.191,-9.619,10.519
140.725,0.258574,-3.323152,-7.134721,7.874925,-0.365,-4.025,-9.365,10.219
140.739,-0.507571,-2.983175,-8.173804,8.715964,-0.314,-3.745,-8.623,9.424
140.759,-0.933739,-3.256114,-10.16578,10.71528,-0.29,-3.329,-8.602,9.25
140.779,-1.570596,-4.323928,-9.682152,10.719477,-0.688,-3.472,-8.789,9.506
140.8,0.21069,-3.864242,-8.815451,9.627509,-0.7,-3.607,-9.209,9.945
140.819,0.014365,-4.371812,-7.694964,8.850165,-0.57,-3.954,-9.09,9.978
140.839,0.186748,-4.103662,-9.624691,10.464683,-0.29,-4.166,-8.954,9.915
140.859,-0.081403,-4.74052,-10.0748,11.134664,0.083,-4.27,-9.052,10.019
140.882,-1.268927,-3.902549,-10.386047,11.167365,-0.287,-4.28,-9.445,10.404
140.899,-0.612916,-3.600879,-8.331821,9.097321,-0.444,-4.087,-9.604,10.466
140.919,-0.086191,-2.94008,-8.135497,8.650885,-0.512,-3.796,-9.232,10.013
140.939,-0.35913,-3.193865,-8.724471,9.297642,-0.582,-3.409,-8.894,9.553
140.962,-1.221043,-3.663129,-10.093954,10.807283,-0.57,-3.349,-8.821,9.463
140.979,-0.962469,-3.696647,-9.423578,10.168351,-0.657,-3.373,-9.094,9.731
140.999,-0.071826,-3.711013,-8.264784,9.05999,-0.654,-3.566,-9.127,9.833
141.019,-0.723049,-3.706224,-7.987057,8.834703,-0.745,-3.694,-8.942,9.718
141.041,0.483629,-4.046201,-9.356541,10.205415,-0.318,-3.79,-8.758,9.567
141.059,-0.957681,-4.501099,-10.620679,11.574794,-0.317,-3.991,-9.057,9.919
141.079,-0.905008,-4.477157,-9.983821,10.979101,-0.526,-4.183,-9.487,10.399
141.099,-0.354342,-3.284845,-9.370906,9.936279,-0.433,-4.077,-9.833,10.674
141.122,-0.296881,-3.801992,-8.499416,9.315759,-0.628,-4.016,-9.619,10.452
